Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,1063.824951,1075.5,1052.800049,1074.050049,1048.267578,3186720
2019-01-02,1071.400024,1073.75,1059.849976,1064.25,1038.702637,4067116
2019-01-03,1062.099976,1064.125,1051.5,1055.900024,1030.553101,6385832
2019-01-04,1057.625,1064.25,1055.175049,1058.724976,1033.310303,3643560
2019-01-07,1063.849976,1067.675049,1059.0,1060.324951,1034.871948,2693506
2019-01-08,1061.0,1061.75,1048.324951,1051.5,1026.258667,4171730
2019-01-09,1059.0,1060.675049,1051.300049,1058.400024,1032.993164,4284314
2019-01-10,1058.5,1061.900024,1046.324951,1054.25,1028.942749,3845770
2019-01-11,1056.900024,1062.0,1054.0,1055.949951,1030.601807,3204020
2019-01-14,1054.949951,1054.949951,1049.224976,1050.824951,1025.599854,2427580
2019-01-15,1052.525024,1063.25,1051.0,1060.949951,1035.481812,2543778
2019-01-16,1060.025024,1062.5,1054.125,1060.099976,1034.652222,2626226
2019-01-17,1062.625,1067.949951,1056.675049,1066.150024,1040.557129,4120114
2019-01-18,1067.5,1069.5,1057.275024,1065.125,1039.556519,2603988
2019-01-21,1069.974976,1083.25,1063.25,1074.074951,1048.29187,8780756
2019-01-22,1073.0,1073.400024,1064.525024,1067.925049,1042.289551,4398488
2019-01-23,1067.0,1067.925049,1050.724976,1052.699951,1027.42981,3812144
2019-01-24,1055.0,1060.824951,1048.949951,1051.125,1025.8927,5055786
2019-01-25,1046.5,1055.0,1045.0,1048.0,1022.842773,5631118
2019-01-28,1045.0,1051.025024,1038.375,1042.074951,1017.059998,7680218
2019-01-29,1039.125,1041.5,1026.5,1028.800049,1004.103638,7381394
2019-01-30,1028.625,1028.625,1014.0,1017.349976,992.928467,9257080
2019-01-31,1015.5,1044.875,1011.0,1039.974976,1015.010437,8289702
2019-02-01,1039.974976,1058.5,1038.300049,1045.224976,1020.134277,7827094
2019-02-04,1047.5,1056.5,1041.324951,1052.449951,1027.185913,3969144
2019-02-05,1054.0,1059.5,1048.5,1057.025024,1031.651123,4345144
2019-02-06,1058.125,1063.5,1056.800049,1061.324951,1035.8479,5437842
2019-02-07,1062.525024,1065.0,1052.925049,1058.625,1033.212646,3608654
2019-02-08,1056.0,1072.474976,1053.324951,1061.324951,1035.8479,6117822
2019-02-11,1056.650024,1071.449951,1056.650024,1069.824951,1044.143799,3518182
2019-02-12,1069.0,1074.0,1062.400024,1064.849976,1039.288208,4886194
2019-02-14,1070.0,1070.0,1052.800049,1055.099976,1029.772217,3720694
2019-02-15,1053.675049,1054.050049,1039.099976,1050.324951,1025.111938,4208262
2019-02-18,1053.400024,1059.0,1043.0,1044.949951,1019.865906,3569372
2019-02-19,1044.849976,1054.074951,1039.099976,1042.025024,1017.01123,2634318
2019-02-20,1044.25,1055.5,1040.949951,1054.175049,1028.869629,2446250
2019-02-21,1050.849976,1059.974976,1046.800049,1057.949951,1032.553833,2630772
2019-02-22,1059.699951,1064.050049,1044.550049,1045.724976,1020.622314,4445354
2019-02-25,1047.574951,1064.974976,1047.574951,1062.699951,1037.189941,4070298
2019-02-26,1055.625,1062.5,1050.550049,1055.324951,1029.991943,4803714
2019-02-27,1058.050049,1062.224976,1044.074951,1046.125,1021.012695,3515046
2019-02-28,1046.550049,1052.925049,1036.599976,1038.775024,1013.839355,5822688
2019-03-01,1043.125,1050.449951,1038.5,1041.675049,1016.669617,4676464
2019-03-05,1044.449951,1055.550049,1035.0,1053.550049,1028.259644,5918638
2019-03-06,1055.0,1055.150024,1045.275024,1052.125,1026.868774,4229022
2019-03-07,1054.800049,1065.0,1047.5,1063.25,1037.726685,5102426
2019-03-08,1057.525024,1065.0,1054.724976,1064.099976,1038.556274,3526730
2019-03-11,1066.0,1071.849976,1061.099976,1064.224976,1038.678345,4612054
2019-03-12,1073.5,1087.5,1068.5,1085.5,1059.442505,7548646
2019-03-13,1087.5,1117.0,1086.050049,1113.275024,1086.550903,28583174
2019-03-14,1122.425049,1123.75,1105.300049,1112.375,1085.672485,7689932
2019-03-15,1115.5,1129.949951,1114.025024,1126.5,1099.458374,6381544
2019-03-18,1130.949951,1145.824951,1123.5,1130.724976,1103.581909,7179360
2019-03-19,1134.75,1137.949951,1125.5,1133.875,1106.65625,5978996
2019-03-20,1134.5,1150.0,1130.525024,1149.5,1121.906372,5855996
2019-03-22,1150.0,1153.5,1135.400024,1138.074951,1110.755371,15201940
2019-03-25,1130.0,1143.925049,1126.5,1140.650024,1113.268799,4599630
2019-03-26,1137.949951,1157.5,1136.300049,1155.675049,1127.932983,5893424
2019-03-27,1159.275024,1164.025024,1139.525024,1149.724976,1122.125854,6942650
2019-03-28,1149.400024,1162.5,1143.925049,1151.400024,1123.76062,9777164
2019-04-01,1162.625,1166.0,1152.300049,1155.900024,1128.152588,4823538
2019-04-02,1160.0,1160.0,1142.724976,1147.425049,1119.881104,5455248
2019-04-03,1146.050049,1158.0,1144.125,1146.375,1118.856201,3829726
2019-04-04,1146.375,1156.5,1140.0,1141.974976,1114.561768,4605776
2019-04-05,1143.900024,1156.875,1141.0,1152.800049,1125.127075,4175590
2019-04-08,1159.5,1161.474976,1140.050049,1144.699951,1117.221436,3199066
2019-04-09,1148.300049,1151.5,1133.5,1143.625,1116.172241,5388800
2019-04-10,1125.0,1142.0,1115.5,1118.675049,1091.821167,54064350
2019-04-11,1122.449951,1131.5,1118.474976,1128.75,1101.654419,4396650
2019-04-12,1126.050049,1136.099976,1126.050049,1132.625,1105.436401,4585222
2019-04-15,1135.0,1146.449951,1132.175049,1144.400024,1116.928711,5109890
2019-04-16,1145.474976,1154.949951,1140.150024,1152.525024,1124.858643,4136888
2019-04-18,1156.5,1157.525024,1144.0,1146.824951,1119.295288,5307428
2019-04-22,1162.5,1162.5,1130.5,1134.349976,1107.119873,10490210
2019-04-23,1138.775024,1145.0,1120.800049,1122.650024,1095.700806,7641200
2019-04-24,1125.0,1141.949951,1123.525024,1139.875,1112.512329,6177064
2019-04-25,1143.449951,1149.400024,1128.974976,1131.724976,1104.557983,9043318
2019-04-26,1132.949951,1142.5,1128.449951,1140.474976,1113.0979,5853784
2019-04-30,1142.5,1160.0,1139.199951,1158.724976,1130.90979,6268418
2019-05-02,1161.75,1179.824951,1158.75,1177.900024,1149.624512,8584650
2019-05-03,1182.099976,1189.0,1178.25,1183.974976,1155.553589,6175760
2019-05-06,1174.0,1175.949951,1158.525024,1164.224976,1136.277832,6874046
2019-05-07,1175.949951,1179.0,1159.0,1161.175049,1133.301147,4962102
2019-05-08,1161.275024,1161.900024,1144.0,1153.625,1125.932251,6032104
2019-05-09,1150.0,1150.0,1135.800049,1145.449951,1117.953491,4513862
2019-05-10,1145.675049,1162.449951,1145.675049,1148.25,1120.686157,5297100
2019-05-13,1148.025024,1156.675049,1140.0,1143.599976,1116.147827,5535816
2019-05-14,1148.349976,1155.5,1137.775024,1143.949951,1116.489502,5247372
2019-05-15,1148.0,1153.599976,1141.099976,1143.349976,1115.903931,4478174
2019-05-16,1140.275024,1159.5,1140.0,1155.324951,1127.591431,4025068
2019-05-17,1156.5,1184.650024,1155.800049,1181.050049,1152.698975,7379390
2019-05-20,1204.0,1219.349976,1190.0,1216.175049,1186.980835,8849816
2019-05-21,1219.0,1224.699951,1199.724976,1201.849976,1172.999512,5162588
2019-05-22,1205.925049,1213.0,1197.125,1202.875,1174.0,5693330
2019-05-23,1204.5,1219.949951,1159.550049,1166.050049,1138.05896,16540998
2019-05-24,1179.849976,1193.074951,1170.074951,1186.675049,1158.188843,6846400
2019-05-27,1189.449951,1210.949951,1186.125,1204.175049,1175.268921,6024512
2019-05-28,1208.25,1210.0,1193.525024,1208.099976,1179.099487,3682420
2019-05-29,1205.099976,1215.400024,1205.099976,1208.449951,1179.441162,3737608
2019-05-30,1208.0,1223.949951,1206.525024,1219.775024,1190.494263,4679600
2019-05-31,1228.400024,1232.5,1178.400024,1212.675049,1183.564697,9892540
2019-06-03,1213.5,1229.900024,1212.474976,1228.550049,1199.058716,4240430
2019-06-04,1227.5,1232.875,1220.525024,1226.150024,1196.716187,3221494
2019-06-06,1226.599976,1235.0,1206.675049,1211.675049,1182.588867,7817462
2019-06-07,1212.824951,1227.125,1204.5,1223.824951,1194.447021,3985466
2019-06-10,1234.974976,1234.974976,1216.050049,1220.099976,1190.811523,3538570
2019-06-11,1225.75,1229.949951,1220.175049,1224.199951,1194.81311,3551646
2019-06-12,1222.5,1224.199951,1211.824951,1213.525024,1184.394409,3654310
2019-06-13,1217.974976,1226.0,1207.974976,1222.349976,1193.007446,5553974
2019-06-14,1221.474976,1229.474976,1212.5,1217.550049,1188.322754,5978460
2019-06-17,1217.5,1219.949951,1208.650024,1211.0,1181.930054,6405010
2019-06-18,1209.0,1216.0,1202.0,1208.625,1179.611938,6209826
2019-06-19,1213.5,1222.449951,1208.349976,1214.175049,1185.028809,5372138
2019-06-20,1214.175049,1218.5,1207.300049,1213.175049,1191.412109,5585746
2019-06-21,1213.0,1214.849976,1202.824951,1207.099976,1185.446045,6625130
